id,name,mpn,slug_cu,name_slug,mpn_slug,slug_moi
7f94820e-dc4d-4199-956d-d7bac694000d,Máy lạnh treo tường Daikin 2.5HP - hai chiều Inverter,FTXV60QVMV,25hp-ftxv60qvmv,may-lanh-treo-tuong-daikin-25hp---hai-chieu-inverter,ftxv60qvmv,may-lanh-treo-tuong-daikin-25hp-hai-chieu-inverter-ftxv60qvmv
54ebed8a-e06f-4525-b424-7978ca4020b1,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTHB60ZVMV,25hp-fthb60zvmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,fthb60zvmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-fthb60zvmv
0f36aa18-4ebf-4d27-8f65-88380d6bcdc6,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTKB60ZVMV,25hp-ftkb60zvmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,ftkb60zvmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-ftkb60zvmv
f16cf22d-894a-48a7-97e9-cdb7389ddca3,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTKF60ZVMV,25hp-ftkf60zvmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,ftkf60zvmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-ftkf60zvmv
ff3bf075-ad9b-4527-b9d2-536d27b452af,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTKY60ZVMV,25hp-ftky60zvmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,ftky60zvmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-ftky60zvmv
5ae600d6-56b1-425d-b5b2-1865bd453ce2,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTKZ60VVMV,25hp-ftkz60vvmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,ftkz60vvmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-ftkz60vvmv
562a056e-820c-403d-ab6c-2c82a44dc86a,Máy lạnh treo tường Daikin 2.5HP - một chiều Inverter,FTKM60AVMV,25hp-ftkm60avmv,may-lanh-treo-tuong-daikin-25hp---mot-chieu-inverter,ftkm60avmv,may-lanh-treo-tuong-daikin-25hp-mot-chieu-inverter-ftkm60avmv
004ed92a-e923-4065-a892-a1e269e50211,Máy lạnh treo tường Daikin 2HP - hai chiều Inverter,FTHF50VAVMV,2hp-fthf50vavmv,may-lanh-treo-tuong-daikin-2hp---hai-chieu-inverter,fthf50vavmv,may-lanh-treo-tuong-daikin-2hp-hai-chieu-inverter-fthf50vavmv
bfcdc083-bbf3-49da-9057-b7b2e114c372,Máy lạnh treo tường Daikin 2HP - hai chiều Inverter,FTXV50QVMV,2hp-ftxv50qvmv,may-lanh-treo-tuong-daikin-2hp---hai-chieu-inverter,ftxv50qvmv,may-lanh-treo-tuong-daikin-2hp-hai-chieu-inverter-ftxv50qvmv
3c17c147-2f75-472e-985f-a3134ac39e32,Máy lạnh treo tường Daikin 2HP - hai chiều Inverter,FTXM50XVMV,2hp-ftxm50xvmv,may-lanh-treo-tuong-daikin-2hp---hai-chieu-inverter,ftxm50xvmv,may-lanh-treo-tuong-daikin-2hp-hai-chieu-inverter-ftxm50xvmv
e789ddc6-8c1b-41b0-a777-c36c3e591313,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTKM50AVMV,2hp-ftkm50avmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftkm50avmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftkm50avmv
4eb26fbb-e123-4092-ba5f-cd608aa50f90,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTHB50ZVMV,2hp-fthb50zvmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,fthb50zvmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-fthb50zvmv
99ca59ca-cf0e-4f10-b925-26463d4d96ac,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTF50XV1V,2hp-ftf50xv1v,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftf50xv1v,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftf50xv1v
6e3fb90b-6b02-40bc-b7bb-dfe2562e227d,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTKY50ZVMV,2hp-ftky50zvmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftky50zvmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftky50zvmv
4be1099e-dfe6-4313-9814-764773a137b6,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTKZ50VVMV,2hp-ftkz50vvmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftkz50vvmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftkz50vvmv
7ef53184-31fd-4eca-8ebd-a5ec191e0074,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTKF50ZVMV,2hp-ftkf50zvmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftkf50zvmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftkf50zvmv
1122a2d8-0cb5-46fb-8d1b-ae0e68a948fc,Máy lạnh treo tường Daikin 2HP - một chiều Inverter,FTKB50ZVMV,2hp-ftkb50zvmv,may-lanh-treo-tuong-daikin-2hp---mot-chieu-inverter,ftkb50zvmv,may-lanh-treo-tuong-daikin-2hp-mot-chieu-inverter-ftkb50zvmv
6972e92b-acc5-474f-bdf4-d2da8b93dd6b,Máy lạnh treo tường Daikin 3HP - hai chiều Inverter,FTXV71QVMV,3hp-ftxv71qvmv,may-lanh-treo-tuong-daikin-3hp---hai-chieu-inverter,ftxv71qvmv,may-lanh-treo-tuong-daikin-3hp-hai-chieu-inverter-ftxv71qvmv
aeb93b06-fc39-499e-bd3e-9be2983073a3,Máy lạnh treo tường Daikin 3HP - hai chiều Inverter,FTHF71VAVMV,3hp-fthf71vavmv,may-lanh-treo-tuong-daikin-3hp---hai-chieu-inverter,fthf71vavmv,may-lanh-treo-tuong-daikin-3hp-hai-chieu-inverter-fthf71vavmv
0fb4fd84-c483-4ffe-ad50-54d1f489f0b3,Máy lạnh treo tường Daikin 3HP - hai chiều Inverter,FTXM71XVMV,3hp-ftxm71xvmv,may-lanh-treo-tuong-daikin-3hp---hai-chieu-inverter,ftxm71xvmv,may-lanh-treo-tuong-daikin-3hp-hai-chieu-inverter-ftxm71xvmv
ece09769-3b60-4624-b392-65c8a50ee1a5,Máy lạnh treo tường Daikin 3HP - một chiều Inverter,FTKF71ZVMV,30hp-ftkf71zvmv,may-lanh-treo-tuong-daikin-3hp---mot-chieu-inverter,ftkf71zvmv,may-lanh-treo-tuong-daikin-3hp-mot-chieu-inverter-ftkf71zvmv
d3108ad3-508f-44bf-bf4a-a33f85614b4a,Máy lạnh treo tường Daikin 3HP - một chiều Inverter,FTKY71ZVMV,3hp-ftky71zvmv,may-lanh-treo-tuong-daikin-3hp---mot-chieu-inverter,ftky71zvmv,may-lanh-treo-tuong-daikin-3hp-mot-chieu-inverter-ftky71zvmv
5aab67ab-0243-491b-a175-2e5f3133ba5a,Máy lạnh treo tường Daikin 3HP - một chiều Inverter,FTKZ71VVMV,3hp-ftkz71vvmv,may-lanh-treo-tuong-daikin-3hp---mot-chieu-inverter,ftkz71vvmv,may-lanh-treo-tuong-daikin-3hp-mot-chieu-inverter-ftkz71vvmv
194edc80-d279-4f27-95a9-b71d7050dfa9,Máy lạnh treo tường Daikin 3HP - một chiều Inverter,FTKM71AVMV,3hp-ftkm71avmv,may-lanh-treo-tuong-daikin-3hp---mot-chieu-inverter,ftkm71avmv,may-lanh-treo-tuong-daikin-3hp-mot-chieu-inverter-ftkm71avmv
40fe11e8-60d4-48a5-8b37-8ecff7728a0b,Máy lọc không khí (cấp khí tươi) NEW5.350," NEW5.350",new5-350,may-loc-khong-khi-cap-khi-tuoi-new5350,new5350,may-loc-khong-khi-cap-khi-tuoi-new5350-new5350
b67a5d0c-7de1-496d-96c9-60c0750444ed,"Máy lọc không khí và cấp khí tươi, khử nồm, thu hồi nhiệt Q6",Q6,q6,may-loc-khong-khi-va-cap-khi-tuoi-khu-nom-thu-hoi-nhiet-q6,q6,may-loc-khong-khi-va-cap-khi-tuoi-khu-nom-thu-hoi-nhiet-q6-q6
47915cf7-9e00-45b4-84c3-d328ae7f8025,MÁY LỌC NƯỚC RO 3 IN 1 MENRED,M3.C8,m3-c8,may-loc-nuoc-ro-3-in-1-menred,m3c8,may-loc-nuoc-ro-3-in-1-menred-m3c8
958f1e6b-ffe7-4e42-a3c2-49d64a3fe7b3,Máy lọc và cấp khí tươi thu hồi nhiệt G5 bản Full,Smart O2 G5,g5,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-g5-ban-full,smart-o2-g5,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-g5-ban-full-smart-o2-g5
d2edf190-a70b-417c-9db1-eea9bdc5a295,Máy lọc và cấp khi tươi thu hồi nhiệt G7,Smart O2 G7,g7,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-g7,smart-o2-g7,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-g7-smart-o2-g7
f955f52b-6c7d-4ea1-8e1b-3dc770f9653d,Máy lọc và cấp khí tươi thu hồi nhiệt N5.150A (Ebmpapst),N5.150A (EBMPAPST),n5150a,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-n5150a-ebmpapst,n5150a-ebmpapst,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-n5150a-ebmpapst-n5150a-ebmpapst
eb286b48-0f2d-467b-9ea9-28d2278097db,Máy lọc và cấp khí tươi thu hồi nhiệt N5.250A (Ebmpapst),N5.250A (EBMPAPST),n5250a,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-n5250a-ebmpapst,n5250a-ebmpapst,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-n5250a-ebmpapst-n5250a-ebmpapst
9dc00da3-f85e-4df6-a65f-ac1c848124cb,Máy lọc và cấp khí tươi thu hồi nhiệt NET 1500,NET 1500,net-1500,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net-1500,net-1500,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net-1500-net-1500
7c1a845f-3a73-42ee-bd7d-6d048b7acac3,Máy lọc và cấp khí tươi thu hồi nhiệt NET 2000,NET 2000,net-2000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net-2000,net-2000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net-2000-net-2000
0c78ca2d-a990-45ab-ba8b-cea493a9387f,Máy lọc và cấp khí tươi thu hồi nhiệt NET.1000," NET.1000",net-1000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net1000,net1000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net1000-net1000
10ad3a49-8fdc-404c-951f-db522adf68fe,Máy lọc và cấp khí tươi thu hồi nhiệt NET.2500,NET.2500,net-2500,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net2500,net2500,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net2500-net2500
cad5695d-53ad-47b3-b10f-f9ebe9f7f305,Máy lọc và cấp khí tươi thu hồi nhiệt NET.3000,NET.3000,net-3000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net3000,net3000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net3000-net3000
db8f9514-53ef-426c-9f97-89793c9fc450,Máy lọc và cấp khí tươi thu hồi nhiệt NET.5000,NET.5000,net-5000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net5000,net5000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net5000-net5000
e1e2e16b-e08b-4f8e-b75e-50ecd162a2af,Máy lọc và cấp khí tươi thu hồi nhiệt NET.800," NET.800",net-800,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net800,net800,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net800-net800
9264d1dc-89e9-4fc6-9cb1-fb6f8ef22ef1,Máy lọc và cấp khí tươi thu hồi nhiệt NET.8000,NET.8000,net-8000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net8000,net8000,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-net8000-net8000
cbfb666d-327c-411d-b8ef-223403ffbdd7,Máy lọc và cấp khí tươi thu hồi nhiệt P5- CLS4.0E," P5- CLS4.0E",p5-cls40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-p5--cls40e,p5--cls40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-p5-cls40e-p5-cls40e
d496ac46-0120-47b8-9b24-10612009f915,Máy lọc và cấp khí tươi thu hồi nhiệt P7- CLS4.0E,P7- CLS4.0E,p7,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-p7--cls40e,p7--cls40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-p7-cls40e-p7-cls40e
3f722cc2-cbcc-4941-a37f-e929d35834fc,Máy lọc và cấp khí tươi thu hồi nhiệt R150- CLS 4.0E - AQI2000.PM2.5+CO2+RH.S,"R150- CLS 4.0E ",r150-cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r150--cls-40e---aqi2000pm25co2rhs,r150--cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r150-cls-40e-aqi2000pm25co2rhs-r150-cls-40e
b7006080-01cc-4752-ba45-3970acdeb565,Máy lọc và cấp khí tươi thu hồi nhiệt R250- CLS 4.0E - AQI2000.PM2.5+CO2+RH.S," R250- CLS 4.0E ",r250-cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r250--cls-40e---aqi2000pm25co2rhs,r250--cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r250-cls-40e-aqi2000pm25co2rhs-r250-cls-40e
d8f91095-ec45-4c19-a3fa-66ca57b0c2de,Máy lọc và cấp khí tươi thu hồi nhiệt R350- CLS 4.0E - AQI2000.PM2.5+CO2+RH.S," R350- CLS 4.0E",r350-cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r350--cls-40e---aqi2000pm25co2rhs,r350--cls-40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-r350-cls-40e-aqi2000pm25co2rhs-r350-cls-40e
3f788513-b9bb-44bd-aea7-7761651f59bf,Máy lọc và cấp khí tươi thu hồi nhiệt S5- CLS4.0E,S5 - CLS4.0E,s5-cls40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-s5--cls40e,s5---cls40e,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-s5-cls40e-s5-cls40e
1922486a-450a-4b1a-846b-c7c186fbdee3,Máy lọc và cấp khí tươi thu hồi nhiệt Smart O2 G3 bản Full,O2 G3 BẢN FULL,o2-g3,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-smart-o2-g3-ban-full,o2-g3-ban-full,may-loc-va-cap-khi-tuoi-thu-hoi-nhiet-smart-o2-g3-ban-full-o2-g3-ban-full
9d2c57a6-6deb-4964-89f8-8dfb6b75185c,Module tạo ẩm HUM35,HUM35,hum35,module-tao-am-hum35,hum35,module-tao-am-hum35-hum35
ba2dd113-e130-49df-9d8b-027e9a4260b9,"Ống cấp gió tươi chuyên dụng HPDE 2 lớp kháng khuẩn, kháng nấm",ONGGIO,onggio,ong-cap-gio-tuoi-chuyen-dung-hpde-2-lop-khang-khuan-khang-nam,onggio,ong-cap-gio-tuoi-chuyen-dung-hpde-2-lop-khang-khuan-khang-nam-onggio
